timestamp,product,track_id
0:00:02.200000,Red Bull SF (90433924),61
0:00:06.733333,Kaffe Evergood (7040913336684),65
0:00:10.733333,Banan (4011),66
0:00:15.133333,Norvegia (7038010013966),69
0:00:18.666667,Kaffe Evergood (7040913336684),71
0:00:24.333333,Karbonadedeig (7020097009819),72
0:00:35.600000,Red Bull Reg (90433917),80
0:00:38.200000,Red Bull Reg (90433917),86
0:00:47.333333,Red Bull SF (90433924),93
0:01:02.400000,Red Bull SF (90433924),107
