timestamp,product,track_id
0:00:01.900000,Cottage Cheese (7038010054488),1
0:00:05.833333,Ruccula (7023026089401),2
0:00:09.500000,Banan (4011),3
0:00:15.700000,Pepsi Max (7044610874661),6
0:00:20.633333,Kvikk Lunsj (7622210410337),7
0:00:25.100000,Kaffe Evergood (7040913336684),10
0:00:30.033333,Chips Havsalt (7071688004713),14
