timestamp,product,track_id
0:00:02.866667,Pepsi Max (7044610874661),22
0:00:08.266667,Cottage Cheese (7038010054488),28
0:00:13.400000,Chips Havsalt (7071688004713),27
0:00:19.533333,Ruccula (7023026089401),33
0:00:26.533333,Kaffe Evergood (7040913336684),36
0:00:31.600000,Banan (4011),37
0:00:37.466667,Kvikk Lunsj (7622210410337),39
