epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,1376.89,0.80213,0.54117,1.06809,0.97593,0.98539,0.98729,0.81207,0.73295,0.32845,1.01917,0.0082378,0.0082378,0.0082378
180,1384.53,0.80333,0.53392,1.06887,0.9775,0.98647,0.98989,0.81546,0.71475,0.32086,1.00338,0.0082279,0.0082279,0.0082279
181,1392.14,0.77458,0.50378,1.05218,0.9674,0.98976,0.99061,0.82281,0.7062,0.31711,0.99933,0.008218,0.008218,0.008218
182,1399.83,0.79099,0.51205,1.05605,0.96355,0.96103,0.98226,0.80744,0.73858,0.35848,1.00453,0.0082081,0.0082081,0.0082081
183,1407.49,0.80611,0.53049,1.06849,0.97273,0.97453,0.98888,0.82403,0.71481,0.32724,1.00323,0.0081982,0.0081982,0.0081982
184,1415.14,0.78489,0.51017,1.05531,0.97624,0.9779,0.99102,0.8364,0.67713,0.30494,0.99049,0.0081883,0.0081883,0.0081883
185,1422.95,0.78403,0.52791,1.05628,0.97276,0.9772,0.98635,0.82205,0.68439,0.33089,1.00231,0.0081784,0.0081784,0.0081784
186,1430.59,0.78309,0.50961,1.05322,0.97254,0.9726,0.98982,0.82623,0.69844,0.34134,1.0102,0.0081685,0.0081685,0.0081685
187,1438.23,0.79373,0.51973,1.06569,0.96677,0.97002,0.9896,0.81564,0.73128,0.34568,1.01982,0.0081586,0.0081586,0.0081586
188,1445.89,0.79557,0.52035,1.06235,0.97513,0.98056,0.9899,0.81893,0.71076,0.31138,1.00782,0.0081487,0.0081487,0.0081487
189,1453.52,0.79849,0.51669,1.06228,0.96141,0.97471,0.98581,0.82181,0.69721,0.33908,1.00032,0.0081388,0.0081388,0.0081388
190,1461.12,0.79079,0.51279,1.06193,0.97018,0.97367,0.9873,0.82248,0.69906,0.3332,1.00207,0.0081289,0.0081289,0.0081289
191,1468.76,0.79863,0.51962,1.06326,0.97903,0.97771,0.98558,0.82312,0.69614,0.32389,0.99824,0.008119,0.008119,0.008119
192,1476.41,0.7864,0.51448,1.06488,0.97972,0.98433,0.99035,0.82231,0.70045,0.31204,1.00112,0.0081091,0.0081091,0.0081091
193,1484.11,0.7801,0.50672,1.05897,0.97358,0.98294,0.98962,0.83111,0.69377,0.31958,1.00459,0.0080992,0.0080992,0.0080992
194,1491.77,0.79787,0.51132,1.06696,0.97713,0.97475,0.98969,0.82598,0.69157,0.32235,1.00047,0.0080893,0.0080893,0.0080893
195,1499.41,0.77092,0.50449,1.05613,0.97434,0.97834,0.99089,0.83242,0.66976,0.30528,1.00031,0.0080794,0.0080794,0.0080794
196,1507.01,0.78389,0.51472,1.05735,0.97942,0.98248,0.99108,0.81932,0.71143,0.30647,1.00753,0.0080695,0.0080695,0.0080695
197,1514.68,0.78396,0.51625,1.06774,0.98246,0.98673,0.99351,0.83103,0.69557,0.29971,1.00293,0.0080596,0.0080596,0.0080596
198,1522.31,0.78504,0.51221,1.06269,0.96882,0.97778,0.99197,0.81921,0.74045,0.3182,1.02186,0.0080497,0.0080497,0.0080497
199,1529.96,0.7691,0.50419,1.05505,0.97662,0.97801,0.98943,0.82961,0.70734,0.32506,1.00741,0.0080398,0.0080398,0.0080398
200,1537.61,0.78785,0.5025,1.06429,0.97801,0.97602,0.98946,0.8271,0.68947,0.31253,0.9994,0.0080299,0.0080299,0.0080299
201,1545.26,0.78008,0.50903,1.06127,0.9749,0.97847,0.99076,0.83015,0.6841,0.30466,1.00482,0.00802,0.00802,0.00802
202,1552.9,0.77265,0.49955,1.05782,0.96885,0.96799,0.98344,0.81793,0.69262,0.34677,1.01314,0.0080101,0.0080101,0.0080101
203,1560.53,0.77344,0.50238,1.05897,0.96999,0.96197,0.98768,0.81783,0.71386,0.33171,1.01373,0.0080002,0.0080002,0.0080002
204,1568.18,0.78379,0.50498,1.05832,0.98423,0.98042,0.99078,0.82143,0.71033,0.30416,1.02127,0.0079903,0.0079903,0.0079903
205,1575.82,0.77009,0.49407,1.06129,0.98135,0.97788,0.98724,0.82874,0.6796,0.31378,1.00576,0.0079804,0.0079804,0.0079804
206,1583.47,0.77964,0.51228,1.05481,0.97352,0.97523,0.98946,0.82114,0.68768,0.32451,0.99732,0.0079705,0.0079705,0.0079705
207,1591.1,0.77674,0.50495,1.05978,0.96581,0.97776,0.99031,0.82246,0.69278,0.31893,1.0079,0.0079606,0.0079606,0.0079606
208,1598.71,0.771,0.49316,1.05141,0.97887,0.98151,0.99139,0.82786,0.69923,0.31066,1.00605,0.0079507,0.0079507,0.0079507
209,1606.39,0.78825,0.51222,1.06095,0.97828,0.96026,0.98893,0.81707,0.71935,0.34086,1.01255,0.0079408,0.0079408,0.0079408
210,1614.06,0.78944,0.51097,1.05431,0.97688,0.9792,0.99073,0.82213,0.70774,0.30447,1.01698,0.0079309,0.0079309,0.0079309
211,1621.7,0.77533,0.50674,1.05542,0.98348,0.97929,0.99126,0.83279,0.68413,0.30149,1.00509,0.007921,0.007921,0.007921
212,1629.32,0.75282,0.47462,1.04296,0.97709,0.97926,0.99116,0.83117,0.67571,0.30987,1.00093,0.0079111,0.0079111,0.0079111
213,1636.97,0.75722,0.47385,1.04256,0.97759,0.97981,0.99313,0.83761,0.66977,0.30025,0.99692,0.0079012,0.0079012,0.0079012
214,1644.77,0.76487,0.50146,1.06142,0.97434,0.97478,0.99242,0.82052,0.71231,0.32229,1.00301,0.0078913,0.0078913,0.0078913
215,1652.42,0.76445,0.48729,1.0458,0.97485,0.98484,0.99319,0.81711,0.73084,0.30345,1.01338,0.0078814,0.0078814,0.0078814
216,1660.05,0.7659,0.49037,1.04787,0.97829,0.97761,0.99113,0.82519,0.72315,0.31202,1.01949,0.0078715,0.0078715,0.0078715
217,1667.7,0.7649,0.48534,1.05039,0.97063,0.97718,0.98643,0.82642,0.67823,0.32544,0.99891,0.0078616,0.0078616,0.0078616
218,1675.37,0.75981,0.48682,1.04782,0.96812,0.97029,0.98633,0.82386,0.69946,0.32228,1.00525,0.0078517,0.0078517,0.0078517
219,1683.01,0.75801,0.48803,1.04209,0.97855,0.97722,0.99127,0.8224,0.70773,0.3115,1.00999,0.0078418,0.0078418,0.0078418
220,1690.63,0.75983,0.49158,1.04177,0.97978,0.98573,0.98914,0.82568,0.69738,0.31151,1.00962,0.0078319,0.0078319,0.0078319
221,1698.24,0.75341,0.48741,1.04749,0.98292,0.97652,0.9891,0.82846,0.69432,0.301,1.01096,0.007822,0.007822,0.007822
222,1705.9,0.76953,0.49073,1.05142,0.97513,0.98439,0.98959,0.82987,0.69571,0.31441,1.0038,0.0078121,0.0078121,0.0078121
223,1713.55,0.74899,0.49099,1.04564,0.97003,0.97576,0.98992,0.82655,0.68152,0.3147,0.99321,0.0078022,0.0078022,0.0078022
224,1721.19,0.75421,0.48058,1.04136,0.98109,0.97407,0.99121,0.82664,0.67415,0.31323,0.99197,0.0077923,0.0077923,0.0077923
225,1728.82,0.75974,0.48953,1.04552,0.97447,0.967,0.98966,0.82651,0.67028,0.31931,0.99154,0.0077824,0.0077824,0.0077824
226,1736.45,0.74688,0.48561,1.04014,0.98144,0.98393,0.99185,0.83164,0.68085,0.29013,0.99435,0.0077725,0.0077725,0.0077725
227,1744.09,0.74239,0.46727,1.0328,0.97609,0.98679,0.99161,0.83647,0.6653,0.29386,0.98677,0.0077626,0.0077626,0.0077626
228,1751.73,0.74602,0.47671,1.03437,0.97897,0.9808,0.98958,0.84035,0.65428,0.30507,0.98502,0.0077527,0.0077527,0.0077527
229,1759.52,0.75409,0.48751,1.04415,0.9733,0.98214,0.99041,0.82397,0.69871,0.30949,1.00293,0.0077428,0.0077428,0.0077428
230,1767.13,0.74763,0.47734,1.04335,0.97705,0.9763,0.98995,0.83024,0.67214,0.31024,0.99856,0.0077329,0.0077329,0.0077329
231,1774.77,0.75034,0.47597,1.03688,0.98325,0.97418,0.99088,0.83015,0.68694,0.30405,1.00169,0.007723,0.007723,0.007723
232,1782.39,0.73777,0.47914,1.03365,0.97586,0.98182,0.99128,0.83187,0.6595,0.28209,0.99468,0.0077131,0.0077131,0.0077131
233,1790.01,0.75112,0.47131,1.0406,0.98023,0.97827,0.99153,0.84021,0.66152,0.29333,0.99343,0.0077032,0.0077032,0.0077032
234,1797.84,0.74173,0.48002,1.03701,0.97975,0.98899,0.99341,0.8397,0.66894,0.28831,0.98851,0.0076933,0.0076933,0.0076933
235,1805.46,0.75251,0.47667,1.04159,0.97646,0.98127,0.99184,0.84128,0.6789,0.29826,0.99485,0.0076834,0.0076834,0.0076834
236,1813.27,0.74489,0.47456,1.0367,0.97927,0.9834,0.99312,0.83793,0.6822,0.29255,0.9992,0.0076735,0.0076735,0.0076735
237,1820.93,0.75543,0.48612,1.0428,0.98011,0.98147,0.98506,0.8286,0.67602,0.28392,0.99381,0.0076636,0.0076636,0.0076636
238,1828.55,0.74138,0.47009,1.03301,0.9766,0.98667,0.99192,0.83531,0.67801,0.28096,1.0001,0.0076537,0.0076537,0.0076537
239,1836.2,0.73565,0.48494,1.04119,0.97906,0.98506,0.98895,0.83392,0.66914,0.29213,0.99551,0.0076438,0.0076438,0.0076438
240,1843.85,0.75378,0.4771,1.0423,0.9793,0.98018,0.99081,0.82599,0.67788,0.28914,1.00267,0.0076339,0.0076339,0.0076339
241,1851.48,0.75455,0.47976,1.04765,0.98415,0.9744,0.99225,0.83111,0.69091,0.29816,1.00296,0.007624,0.007624,0.007624
242,1859.12,0.74245,0.47856,1.0424,0.98388,0.97422,0.99205,0.83769,0.663,0.28508,0.99511,0.0076141,0.0076141,0.0076141
243,1866.76,0.74643,0.48005,1.03586,0.98379,0.97994,0.99053,0.83713,0.66893,0.28048,0.99354,0.0076042,0.0076042,0.0076042
244,1874.4,0.74168,0.48649,1.03753,0.98259,0.97827,0.99013,0.83232,0.66754,0.28957,0.99365,0.0075943,0.0075943,0.0075943
245,1882.04,0.74613,0.47985,1.04405,0.98438,0.97613,0.99301,0.83889,0.67117,0.28953,0.99575,0.0075844,0.0075844,0.0075844
246,1889.65,0.73385,0.46698,1.03518,0.98398,0.97663,0.99231,0.83872,0.66655,0.28876,0.99947,0.0075745,0.0075745,0.0075745
247,1897.26,0.75101,0.48307,1.04165,0.9791,0.98679,0.99219,0.83774,0.6545,0.27489,0.99972,0.0075646,0.0075646,0.0075646
248,1904.9,0.73249,0.46161,1.0298,0.98105,0.98584,0.99291,0.84234,0.6446,0.27578,0.98871,0.0075547,0.0075547,0.0075547
249,1912.72,0.74724,0.47761,1.04004,0.9821,0.98039,0.99274,0.83337,0.65816,0.28208,0.98428,0.0075448,0.0075448,0.0075448
250,1920.36,0.73923,0.47951,1.03938,0.98341,0.9815,0.99313,0.83113,0.66206,0.28452,0.99071,0.0075349,0.0075349,0.0075349
251,1927.98,0.73346,0.46073,1.03813,0.97564,0.98798,0.99309,0.83014,0.65518,0.27993,0.99494,0.007525,0.007525,0.007525
252,1935.59,0.73951,0.48039,1.0396,0.9833,0.98177,0.99142,0.82701,0.68385,0.29526,1.00411,0.0075151,0.0075151,0.0075151
253,1943.23,0.7368,0.4758,1.04138,0.98289,0.98016,0.99027,0.82689,0.68757,0.29924,1.00217,0.0075052,0.0075052,0.0075052
254,1950.91,0.73394,0.46879,1.03703,0.98259,0.97954,0.99297,0.83691,0.65572,0.29258,0.98708,0.0074953,0.0074953,0.0074953
255,1958.55,0.73567,0.47563,1.04546,0.97968,0.98274,0.99183,0.83302,0.66725,0.2901,0.99107,0.0074854,0.0074854,0.0074854
256,1966.2,0.72152,0.45895,1.0187,0.97326,0.98124,0.99127,0.83692,0.66644,0.29304,0.99604,0.0074755,0.0074755,0.0074755
257,1973.84,0.73562,0.46831,1.03712,0.97848,0.98398,0.99107,0.83997,0.64273,0.28701,0.98094,0.0074656,0.0074656,0.0074656
258,1981.5,0.73344,0.46802,1.03816,0.98612,0.98656,0.99159,0.83635,0.65719,0.27616,0.98818,0.0074557,0.0074557,0.0074557
259,1989.13,0.73276,0.4675,1.03437,0.982,0.98744,0.99191,0.83308,0.67045,0.28312,0.99024,0.0074458,0.0074458,0.0074458
260,1996.73,0.7364,0.46553,1.0359,0.97796,0.98073,0.98883,0.83184,0.67882,0.30897,0.99328,0.0074359,0.0074359,0.0074359
261,2004.37,0.73181,0.46469,1.03666,0.9814,0.98128,0.99021,0.83522,0.68315,0.29155,1.00255,0.007426,0.007426,0.007426
262,2011.99,0.7286,0.45822,1.03532,0.98557,0.98373,0.99125,0.84385,0.6572,0.2754,0.99288,0.0074161,0.0074161,0.0074161
263,2019.76,0.75335,0.47987,1.05286,0.98024,0.98787,0.99205,0.84545,0.65716,0.27361,0.99069,0.0074062,0.0074062,0.0074062
264,2027.62,0.72915,0.45744,1.03741,0.98571,0.98533,0.9936,0.83973,0.66413,0.27255,0.99742,0.0073963,0.0073963,0.0073963
265,2035.26,0.74176,0.47354,1.03761,0.98209,0.98229,0.99122,0.84207,0.65825,0.28304,1.00038,0.0073864,0.0073864,0.0073864
266,2042.87,0.73117,0.46223,1.03188,0.98,0.97994,0.99133,0.83608,0.66268,0.30368,1.00024,0.0073765,0.0073765,0.0073765
267,2050.54,0.73087,0.45928,1.02971,0.98115,0.9799,0.99113,0.83746,0.65428,0.29604,0.99075,0.0073666,0.0073666,0.0073666
268,2058.2,0.74221,0.47264,1.03272,0.98368,0.97868,0.99078,0.84253,0.64411,0.28287,0.98601,0.0073567,0.0073567,0.0073567
269,2065.81,0.71631,0.45857,1.03059,0.98428,0.97771,0.99016,0.84066,0.65421,0.28257,0.98841,0.0073468,0.0073468,0.0073468
270,2073.46,0.73262,0.46827,1.03298,0.9814,0.98073,0.99015,0.8403,0.65114,0.28513,0.99038,0.0073369,0.0073369,0.0073369
271,2081.06,0.73975,0.47035,1.03816,0.9843,0.98049,0.98829,0.84112,0.64407,0.2912,0.98525,0.007327,0.007327,0.007327
272,2088.73,0.71676,0.46318,1.0241,0.98339,0.97832,0.98874,0.84063,0.63825,0.28442,0.98023,0.0073171,0.0073171,0.0073171
273,2096.39,0.72034,0.45784,1.03034,0.97971,0.97809,0.99014,0.83525,0.65107,0.29323,0.98676,0.0073072,0.0073072,0.0073072
274,2104.01,0.72539,0.46571,1.03062,0.98591,0.98597,0.99297,0.83652,0.64901,0.27472,0.98632,0.0072973,0.0072973,0.0072973
275,2111.66,0.71846,0.45736,1.03018,0.98284,0.98728,0.99357,0.84274,0.64546,0.27383,0.9814,0.0072874,0.0072874,0.0072874
276,2119.3,0.72368,0.45595,1.03011,0.98524,0.98555,0.99316,0.84419,0.63775,0.27309,0.97652,0.0072775,0.0072775,0.0072775
277,2126.88,0.72823,0.4615,1.02827,0.98029,0.97512,0.99112,0.84383,0.63531,0.28894,0.97551,0.0072676,0.0072676,0.0072676
278,2134.52,0.73199,0.46949,1.03613,0.97403,0.98139,0.99035,0.83722,0.64293,0.29724,0.98356,0.0072577,0.0072577,0.0072577
279,2142.09,0.71541,0.45708,1.02679,0.98314,0.97983,0.99067,0.84134,0.64851,0.29655,0.98685,0.0072478,0.0072478,0.0072478
280,2149.74,0.71617,0.45171,1.02454,0.98187,0.98133,0.99242,0.84289,0.64545,0.28233,0.9851,0.0072379,0.0072379,0.0072379
281,2157.32,0.72187,0.46128,1.03075,0.97962,0.98231,0.99139,0.83919,0.65415,0.27834,0.99399,0.007228,0.007228,0.007228
282,2164.98,0.72542,0.46522,1.03021,0.98147,0.9781,0.9901,0.83995,0.65716,0.28638,0.9915,0.0072181,0.0072181,0.0072181
283,2172.6,0.71965,0.47431,1.02728,0.9841,0.97803,0.99224,0.84041,0.65144,0.27692,0.987,0.0072082,0.0072082,0.0072082
284,2180.24,0.70996,0.45501,1.02688,0.97597,0.9845,0.99083,0.83155,0.67778,0.28834,0.9921,0.0071983,0.0071983,0.0071983
285,2187.87,0.71509,0.46557,1.0284,0.97399,0.98627,0.98906,0.82859,0.67048,0.29475,0.99014,0.0071884,0.0071884,0.0071884
286,2195.51,0.71686,0.46731,1.03203,0.97856,0.98204,0.9895,0.83406,0.65486,0.29226,0.99431,0.0071785,0.0071785,0.0071785
287,2203.13,0.71536,0.46118,1.02338,0.98483,0.98727,0.9923,0.84105,0.64379,0.2725,0.98123,0.0071686,0.0071686,0.0071686
288,2210.75,0.71099,0.4486,1.01973,0.98794,0.9862,0.99131,0.84877,0.64509,0.26962,0.98307,0.0071587,0.0071587,0.0071587
289,2218.5,0.72093,0.46039,1.03045,0.98005,0.98694,0.99002,0.83998,0.6528,0.28047,0.98616,0.0071488,0.0071488,0.0071488
290,2226.11,0.72108,0.45566,1.03298,0.9883,0.9786,0.99152,0.84242,0.64974,0.2776,0.98869,0.0071389,0.0071389,0.0071389
291,2233.74,0.70372,0.44761,1.02311,0.989,0.97895,0.99028,0.83551,0.65928,0.28186,0.99224,0.007129,0.007129,0.007129
292,2241.35,0.70837,0.4586,1.02681,0.9812,0.97752,0.99178,0.84072,0.65881,0.28994,0.99508,0.0071191,0.0071191,0.0071191
293,2248.98,0.71592,0.44301,1.02927,0.9819,0.98508,0.9923,0.83546,0.64952,0.28248,0.98687,0.0071092,0.0071092,0.0071092
294,2256.65,0.71723,0.46235,1.0323,0.98509,0.98978,0.99316,0.8414,0.64373,0.26479,0.98297,0.0070993,0.0070993,0.0070993
295,2264.3,0.7033,0.45986,1.02114,0.98755,0.98995,0.99335,0.84591,0.64198,0.25966,0.98284,0.0070894,0.0070894,0.0070894
296,2271.94,0.71848,0.4591,1.02766,0.98451,0.98864,0.99259,0.84103,0.64064,0.26912,0.9888,0.0070795,0.0070795,0.0070795
297,2279.58,0.70256,0.4422,1.02151,0.97942,0.98618,0.99168,0.83879,0.64214,0.27844,0.99021,0.0070696,0.0070696,0.0070696
298,2287.23,0.71279,0.45162,1.02737,0.98187,0.9824,0.99077,0.84194,0.64274,0.29088,0.98621,0.0070597,0.0070597,0.0070597
299,2294.85,0.70391,0.45175,1.02161,0.9825,0.97599,0.99004,0.84119,0.64419,0.29094,0.98255,0.0070498,0.0070498,0.0070498
300,2302.46,0.70152,0.44502,1.02397,0.98439,0.9734,0.99179,0.84212,0.65348,0.27724,0.98896,0.0070399,0.0070399,0.0070399
301,2310.09,0.69764,0.43857,1.01944,0.98374,0.98133,0.99251,0.84522,0.64581,0.27616,0.98111,0.00703,0.00703,0.00703
302,2317.73,0.70754,0.45575,1.02196,0.98479,0.9845,0.99238,0.84638,0.64129,0.26969,0.98684,0.0070201,0.0070201,0.0070201
303,2325.39,0.70612,0.44666,1.02078,0.98496,0.98958,0.99308,0.84107,0.65108,0.26508,0.9935,0.0070102,0.0070102,0.0070102
304,2332.99,0.7023,0.43954,1.02022,0.98482,0.98447,0.99157,0.83712,0.6629,0.26966,0.99652,0.0070003,0.0070003,0.0070003
305,2340.63,0.69935,0.4523,1.01537,0.98265,0.98708,0.99194,0.83558,0.66055,0.27425,0.99082,0.0069904,0.0069904,0.0069904
306,2348.26,0.70081,0.4513,1.02167,0.98353,0.9846,0.99124,0.83512,0.65698,0.27696,0.98779,0.0069805,0.0069805,0.0069805
307,2355.91,0.69074,0.42828,1.01702,0.98608,0.97766,0.9913,0.83586,0.67468,0.28422,0.99595,0.0069706,0.0069706,0.0069706
308,2363.56,0.69616,0.43897,1.01888,0.98145,0.98565,0.99158,0.84177,0.66147,0.27824,0.99097,0.0069607,0.0069607,0.0069607
309,2371.21,0.69359,0.43728,1.01731,0.98476,0.98625,0.99079,0.84129,0.65576,0.27713,0.985,0.0069508,0.0069508,0.0069508
310,2378.83,0.69985,0.44501,1.02007,0.98236,0.98479,0.99081,0.83257,0.65916,0.28383,0.98914,0.0069409,0.0069409,0.0069409
311,2386.46,0.70645,0.44973,1.02094,0.98066,0.98016,0.98843,0.83231,0.66671,0.29575,0.99807,0.006931,0.006931,0.006931
312,2394.09,0.69042,0.43766,1.01388,0.98444,0.97765,0.98799,0.83896,0.65349,0.29096,0.99268,0.0069211,0.0069211,0.0069211
313,2401.71,0.70083,0.44326,1.01957,0.98424,0.9774,0.98877,0.84102,0.64924,0.29056,0.98947,0.0069112,0.0069112,0.0069112
314,2409.28,0.70461,0.45358,1.02196,0.98363,0.98087,0.99029,0.84315,0.647,0.28168,0.98864,0.0069013,0.0069013,0.0069013
315,2416.94,0.68273,0.42331,1.00795,0.98607,0.98166,0.99001,0.8394,0.64771,0.27801,0.99232,0.0068914,0.0068914,0.0068914
316,2424.58,0.69542,0.44679,1.01952,0.98499,0.98308,0.99143,0.84012,0.64319,0.2721,0.99252,0.0068815,0.0068815,0.0068815
317,2432.24,0.70847,0.45127,1.02778,0.98667,0.98771,0.99132,0.83904,0.64493,0.27298,0.98859,0.0068716,0.0068716,0.0068716
318,2439.89,0.68633,0.43415,1.01432,0.98384,0.98925,0.99259,0.84091,0.64122,0.26933,0.98826,0.0068617,0.0068617,0.0068617
319,2447.53,0.69021,0.44395,1.02307,0.98238,0.98684,0.99208,0.84671,0.64508,0.26625,0.98615,0.0068518,0.0068518,0.0068518
320,2455.11,0.68969,0.43293,1.01673,0.98635,0.98763,0.99011,0.84649,0.6449,0.27693,0.98938,0.0068419,0.0068419,0.0068419
321,2462.73,0.69732,0.44584,1.01627,0.98203,0.98743,0.99113,0.84141,0.65307,0.27871,0.99222,0.006832,0.006832,0.006832
322,2470.31,0.69078,0.42977,1.01923,0.98198,0.98696,0.99005,0.84088,0.65259,0.28127,0.99221,0.0068221,0.0068221,0.0068221
323,2477.93,0.69253,0.44635,1.02298,0.97897,0.98474,0.99025,0.8418,0.65072,0.28354,0.99537,0.0068122,0.0068122,0.0068122
324,2485.51,0.70385,0.45336,1.02358,0.98283,0.98346,0.98901,0.84007,0.65292,0.2792,0.99415,0.0068023,0.0068023,0.0068023
325,2493.16,0.68466,0.42799,1.01125,0.98464,0.98804,0.99026,0.83727,0.66602,0.27712,0.99519,0.0067924,0.0067924,0.0067924
326,2500.76,0.70579,0.44719,1.0278,0.98499,0.9841,0.99122,0.84201,0.65671,0.27701,0.99117,0.0067825,0.0067825,0.0067825
327,2508.38,0.70046,0.44126,1.01772,0.98343,0.98112,0.98983,0.83705,0.66493,0.27948,1.00125,0.0067726,0.0067726,0.0067726
328,2515.99,0.68939,0.43094,1.01228,0.98302,0.98195,0.99135,0.83907,0.65814,0.27537,1.00047,0.0067627,0.0067627,0.0067627
329,2523.62,0.68511,0.43726,1.01358,0.98611,0.97941,0.9907,0.84248,0.64534,0.27073,0.99651,0.0067528,0.0067528,0.0067528
330,2531.23,0.68675,0.44022,1.01353,0.98613,0.98338,0.99096,0.84119,0.6461,0.27272,0.99525,0.0067429,0.0067429,0.0067429
331,2538.86,0.69446,0.4351,1.01905,0.98335,0.98757,0.99157,0.84323,0.64514,0.2755,0.99404,0.006733,0.006733,0.006733
332,2546.47,0.69542,0.44619,1.0188,0.98683,0.98735,0.99284,0.84736,0.64566,0.26357,0.99172,0.0067231,0.0067231,0.0067231
333,2554.1,0.68624,0.43924,1.0151,0.98539,0.98558,0.9913,0.84441,0.64311,0.26775,0.99018,0.0067132,0.0067132,0.0067132
334,2561.71,0.6878,0.44121,1.01509,0.98443,0.98867,0.99004,0.84061,0.64553,0.27296,0.99188,0.0067033,0.0067033,0.0067033
335,2569.38,0.69093,0.43509,1.01754,0.98486,0.98486,0.98882,0.84032,0.64215,0.27784,0.99036,0.0066934,0.0066934,0.0066934
336,2577.02,0.68474,0.42088,1.01326,0.98548,0.98446,0.98874,0.84738,0.6316,0.27393,0.98334,0.0066835,0.0066835,0.0066835
337,2584.69,0.68817,0.43082,1.01338,0.98126,0.9879,0.99151,0.84781,0.6319,0.26763,0.98321,0.0066736,0.0066736,0.0066736
338,2592.32,0.68469,0.43279,1.00947,0.98359,0.97943,0.99029,0.84821,0.63389,0.27154,0.98753,0.0066637,0.0066637,0.0066637
